FID,Id,Name,Descript,Type,Comment,Symbol,DateTimeS,Elevation,Block,N,P,K,Mg,NDVI
115,0,54,"Northing:9683509.8948142
Easting:247022.376030942
Description:",WPT, , ,2024-02-02T09:07:43+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.895821988583000
116,0,S1,"Northing:9682599.91802706
Easting:245952.767725977
Description:",WPT, , ,2024-02-01T09:36:57+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.885946989059000
117,0,S10,"Northing:9682928.14326806
Easting:245981.984382575
Description:",WPT, , ,2024-02-01T09:53:14+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.928300023079000
118,0,S11,"Northing:9682855.20910136
Easting:246044.110718296
Description:",WPT, , ,2024-02-01T09:53:41+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.900304973125000
119,0,S12,"Northing:9682785.32996057
Easting:246102.390453242
Description:",WPT, , ,2024-02-01T09:54:00+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.896054029465000
120,0,S13,"Northing:9682802.25903078
Easting:246191.864850872
Description:",WPT, , ,2024-02-01T10:08:25+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.884877979755000
121,0,S14,"Northing:9682870.15582388
Easting:246133.717125167
Description:",WPT, , ,2024-02-01T10:08:56+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.835740983486000
122,0,s15,"Northing:9682939.26618215
Easting:246075.525977441
Description:",WPT, , ,2024-02-01T10:09:33+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.868084013462000
123,0,S16,"Northing:9683031.40920306
Easting:246101.515471799
Description:",WPT, , ,2024-02-01T10:17:57+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.920754015446000
124,0,S17,"Northing:9682963.19587808
Easting:246157.349387868
Description:",WPT, , ,2024-02-01T10:19:38+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.915993988514000
125,0,S18,"Northing:9682891.84752229
Easting:246215.980192526
Description:",WPT, , ,2024-02-01T10:21:28+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.909888029099000
126,0,S19,"Northing:9682902.54004699
Easting:246309.916970595
Description:",WPT, , ,2024-02-01T10:26:20+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.900858998299000
127,0,S2,"Northing:9682669.05463001
Easting:245895.846930113
Description:",WPT, , ,2024-02-01T09:37:23+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.883489012718000
128,0,S20,"Northing:9682971.50601299
Easting:246252.695007691
Description:",WPT, , ,2024-02-01T10:26:41+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.903086006641000
129,0,S21,"Northing:9683041.09499923
Easting:246194.847261716
Description:",WPT, , ,2024-02-01T10:27:04+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.915237009525000
130,0,S22,"Northing:9683133.25524279
Easting:246219.959247663
Description:",WPT, , ,2024-02-01T10:27:41+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.896068990231000
131,0,S23,"Northing:9683064.38048374
Easting:246277.726119515
Description:",WPT, , ,2024-02-01T10:28:19+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.903280973434000
132,0,S24,"Northing:9682994.78343324
Easting:246335.326830882
Description:",WPT, , ,2024-02-01T10:29:00+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.884200990200000
133,0,S25,"Northing:9683004.82954489
Easting:246426.709185129
Description:",WPT, , ,2024-02-02T07:33:28+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.905824005604000
134,0,S26,"Northing:9683079.67297431
Easting:246364.877260624
Description:",WPT, , ,2024-02-02T07:38:05+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.895226001740000
135,0,S27,"Northing:9683148.09593971
Easting:246307.554683903
Description:",WPT, , ,2024-02-02T07:40:07+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.900256991386000
136,0,S28,"Northing:9683240.53255339
Easting:246331.876946848
Description:",WPT, , ,2024-02-02T07:43:15+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.905843019485000
137,0,S29,"Northing:9683123.41022657
Easting:246430.544329378
Description:",WPT, , ,2024-02-02T07:46:52+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.847166001797000
138,0,S3,"Northing:9682736.70473062
Easting:245837.943032778
Description:",WPT, , ,2024-02-01T09:40:04+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.897338986397000
139,0,S30,"Northing:9683104.49908709
Easting:246547.75247237
Description:",WPT, , ,2024-02-02T07:56:42+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.923820018768000
140,0,S31,"Northing:9683187.35869004
Easting:246477.647936606
Description:",WPT, , ,2024-02-02T08:07:13+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.880384981632000
141,0,S32,"Northing:9683257.15764312
Easting:246420.274975346
Description:",WPT, , ,2024-02-02T08:09:11+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.912434995174000
142,0,S33,"Northing:9683342.06324791
Easting:246451.903597947
Description:",WPT, , ,2024-02-02T08:11:57+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.913452029228000
143,0,S34,"Northing:9683273.73309458
Easting:246508.260308092
Description:",WPT, , ,2024-02-02T08:13:53+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.906780004501000
144,0,S35,"Northing:9683155.90619297
Easting:246608.271591142
Description:",WPT, , ,2024-02-02T08:16:29+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.886492013931000
145,0,S37,"Northing:9683207.66543382
Easting:246666.319718509
Description:",WPT, , ,2024-02-02T08:21:00+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.900129020214000
146,0,S38,"Northing:9683337.30332449
Easting:246556.819151165
Description:",WPT, , ,2024-02-02T08:24:10+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.911853015423000
147,0,S39,"Northing:9683443.43886284
Easting:246569.558134374
Description:",WPT, , ,2024-02-02T08:27:29+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.928484976292000
148,0,S4,"Northing:9682827.8365718
Easting:245863.541909389
Description:",WPT, , ,2024-02-01T09:49:58+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.925927996635000
149,0,S40,"Northing:9683374.36558251
Easting:246626.908829587
Description:",WPT, , ,2024-02-02T08:29:16+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.888190984726000
150,0,S41,"Northing:9683305.94051339
Easting:246684.773078798
Description:",WPT, , ,2024-02-02T08:33:15+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.877635002136000
151,0,S42,"Northing:9683307.94384716
Easting:246785.074169636
Description:",WPT, , ,2024-02-02T08:37:50+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.915409982204000
152,0,s43,"Northing:9683376.74945021
Easting:246729.134925568
Description:",WPT, , ,2024-02-02T08:39:58+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.888019025326000
153,0,S44,"Northing:9683446.340794
Easting:246669.132484297
Description:",WPT, , ,2024-02-02T08:41:53+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.898801982403000
154,0,S45,"Northing:9683546.84332606
Easting:246687.789588668
Description:",WPT, , ,2024-02-02T08:45:19+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.900116980076000
155,0,S46,"Northing:9683474.93502289
Easting:246746.891046768
Description:",WPT, , ,2024-02-02T08:47:02+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.894352018833000
156,0,S47,"Northing:9683406.35914656
Easting:246803.625341569
Description:",WPT, , ,2024-02-02T08:48:35+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.892809987068000
157,0,S48,"Northing:9683408.52879383
Easting:246903.431099413
Description:",WPT, , ,2024-02-02T08:52:53+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.909891009331000
158,0,S49,"Northing:9683491.43214738
Easting:246834.024580332
Description:",WPT, , ,2024-02-02T08:54:50+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.911707997322000
159,0,S5,"Northing:9682760.00564495
Easting:245921.483816418
Description:",WPT, , ,2024-02-01T09:50:23+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.916671991348000
160,0,S50,"Northing:9683560.86687714
Easting:246776.663573285
Description:",WPT, , ,2024-02-02T08:56:23+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.934801995754000
161,0,S51,"Northing:9683645.28665471
Easting:246807.606122218
Description:",WPT, , ,2024-02-02T08:59:46+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.904972016811000
162,0,S52,"Northing:9683570.20670436
Easting:246870.292237328
Description:",WPT, , ,2024-02-02T09:01:36+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.910211980343000
163,0,S53,"Northing:9683499.59400251
Easting:246927.77814544
Description:",WPT, , ,2024-02-02T09:03:10+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.930292010307000
164,0,S55,"Northing:9683578.53132954
Easting:246964.015454799
Description:",WPT, , ,2024-02-02T09:09:20+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.937574028969000
165,0,S56,"Northing:9683647.91051197
Easting:246905.714074194
Description:",WPT, , ,2024-02-02T09:11:31+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.911072015762000
166,0,S6,"Northing:9682691.86025793
Easting:245979.464476126
Description:",WPT, , ,2024-02-01T09:51:05+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.891757011414000
167,0,S7,"Northing:9682700.60577717
Easting:246071.72446964
Description:",WPT, , ,2024-02-01T09:51:43+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.895394027233000
168,0,S8,"Northing:9682770.02629579
Easting:246014.316392328
Description:",WPT, , ,2024-02-01T09:52:05+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.917298972607000
169,0,S9,"Northing:9682836.93978817
Easting:245956.86082622
Description:",WPT, , ,2024-02-01T09:52:40+08:00,0.000000000000000,A31,3.490000000000000,0.120000000000000,0.720000000000000,0.300000000000000,0.904394984245000
170,0,A12,"Northing:-2.85315166666665
Easting:114.723263333333
Description:",WPT, , ,2024-01-31T09:23:35+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.831849992275000
171,0,A35,"Northing:-2.85224333333333
Easting:114.721418333333
Description:",WPT, , ,2024-02-01T08:38:22+08:00,9.923999999999999,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.875294029713000
172,0,S1,"Northing:-2.85619201505868
Easting:114.721097450753
Description:",WPT, , ,2024-01-31T08:47:56+08:00,6.757920000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.911993026733000
173,0,S10,"Northing:-2.85363833333331
Easting:114.722698333333
Description:",WPT, , ,2024-01-31T09:16:32+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.893011987209000
174,0,S11,"Northing:-2.85378833333333
Easting:114.723783333333
Description:",WPT, , ,2024-01-31T09:20:53+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.910342991352000
175,0,S13,"Northing:-2.85332166666667
Easting:114.724335
Description:",WPT, , ,2024-01-31T09:27:45+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.902117013931000
176,0,S14,"Northing:-2.85266
Easting:114.723821666667
Description:",WPT, , ,2024-01-31T09:30:26+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.865199029446000
177,0,S15,"Northing:-2.85284333333334
Easting:114.724885
Description:",WPT, , ,2024-01-31T09:40:44+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.870899021626000
178,0,S16,"Northing:-2.85222499999999
Easting:114.724391666667
Description:",WPT, , ,2024-01-31T09:42:53+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.897406995296000
179,0,S17,"Northing:-2.85236833333332
Easting:114.72543
Description:",WPT, , ,2024-01-31T09:46:39+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.859893977642000
180,0,S18,"Northing:-2.85175
Easting:114.72491
Description:",WPT, , ,2024-01-31T09:48:31+08:00,9.902799999999999,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.921130001545000
181,0,S19,"Northing:-2.85191333333332
Easting:114.725998333333
Description:",WPT, , ,2024-01-31T09:51:59+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.920804977417000
182,0,S2,"Northing:-2.85554166666666
Easting:114.72058
Description:",WPT, , ,2024-01-31T08:50:23+08:00,6.088000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.898038983345000
183,0,S20,"Northing:-2.85128
Easting:114.725471666667
Description:",WPT, , ,2024-01-31T09:53:58+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.913911998272000
184,0,S21,"Northing:-2.85142
Easting:114.726458333333
Description:",WPT, , ,2024-01-31T09:57:55+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.942035019398000
185,0,S22,"Northing:-2.85066166666666
Easting:114.725888333333
Description:",WPT, , ,2024-01-31T10:00:51+08:00,9.618000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.915741980076000
186,0,S23,"Northing:-2.85091
Easting:114.727041666667
Description:",WPT, , ,2024-01-31T10:06:36+08:00,9.650000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.923820018768000
187,0,S24,"Northing:-2.85044833333333
Easting:114.727573333333
Description:",WPT, , ,2024-02-01T07:48:17+08:00,8.487900000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.884913027287000
188,0,S25,"Northing:-2.84998
Easting:114.728161666667
Description:",WPT, , ,2024-02-01T07:51:43+08:00,9.618000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.861750006676000
189,0,S26,"Northing:-2.84951499999998
Easting:114.728655
Description:",WPT, , ,2024-02-01T07:54:52+08:00,8.157999999999999,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.915180027485000
190,0,S26,"Northing:-2.84951499999998
Easting:114.728655
Description:",WPT, , ,2024-02-01T08:01:01+08:00,8.157999999999999,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.915180027485000
191,0,S27,"Northing:-2.84904499999999
Easting:114.729218333333
Description:",WPT, , ,2024-02-01T08:03:07+08:00,7.457470000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.918296992779000
192,0,S28,"Northing:-2.84851166666667
Easting:114.729711666667
Description:",WPT, , ,2024-02-01T08:05:07+08:00,6.344400000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.862946987152000
193,0,S29,"Northing:-2.84804166666665
Easting:114.730283333333
Description:",WPT, , ,2024-02-01T08:07:47+08:00,7.902000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.936007976532000
194,0,S3,"Northing:-2.85572499999998
Easting:114.721668333333
Description:",WPT, , ,2024-01-31T08:55:15+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.927582025528000
195,0,S30,"Northing:-2.84757666666665
Easting:114.73082
Description:",WPT, , ,2024-02-01T08:11:20+08:00,8.654500000000001,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.912693977356000
196,0,S31,"Northing:-2.85406499999998
Easting:114.719286666667
Description:",WPT, , ,2024-02-01T08:25:50+08:00,6.792110000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.916130006313000
197,0,S31,"Northing:-2.85129833333333
Easting:114.722507228201
Description:",WPT, , ,2024-02-01T08:47:40+08:00,9.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.912023007870000
198,0,S32,"Northing:-2.85355151885802
Easting:114.719838685932
Description:",WPT, , ,2024-02-01T11:03:20+08:00,8.580730000000001,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.949742972851000
199,0,S33,"Northing:-2.85317333333333
Easting:114.720318333333
Description:",WPT, , ,2024-02-01T08:33:48+08:00,7.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.939791977406000
200,0,S34,"Northing:-2.85271333333333
Easting:114.720935
Description:",WPT, , ,2024-02-01T08:36:17+08:00,6.450910000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.935164988041000
201,0,S35,"Northing:-2.85224333333333
Easting:114.721418333333
Description:",WPT, , ,2024-02-01T08:38:38+08:00,9.923999999999999,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.875294029713000
202,0,S36,"Northing:-2.85176666666667
Easting:114.721978333333
Description:",WPT, , ,2024-02-01T08:45:12+08:00,7.878000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.872677981853000
203,0,S37,"Northing:-2.85129833333332
Easting:114.722507228201
Description:",WPT, , ,2024-02-01T08:47:51+08:00,9.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.912023007870000
204,0,S38,"Northing:-2.85081999999999
Easting:114.72307
Description:",WPT, , ,2024-02-01T08:50:16+08:00,12.048000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.919930994511000
205,0,S39,"Northing:-2.85042833333332
Easting:114.723666666667
Description:",WPT, , ,2024-02-01T08:53:02+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.942543029785000
206,0,S4,"Northing:-2.85375922654184
Easting:114.722179008639
Description:",WPT, , ,2024-01-31T08:57:02+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.801976978779000
207,0,S40,"Northing:-2.8499497676607
Easting:114.724221666667
Description:",WPT, , ,2024-02-01T08:55:45+08:00,9.180840000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.928875029087000
208,0,S41,"Northing:-2.84949500000001
Easting:114.724768333333
Description:",WPT, , ,2024-02-01T08:58:15+08:00,9.516209999999999,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.911339998245000
209,0,S42,"Northing:-2.84899312800961
Easting:114.725331897684
Description:",WPT, , ,2024-02-01T11:10:42+08:00,9.503019999999999,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.900847971439000
210,0,S43,"Northing:-2.84857000000001
Easting:114.725823333333
Description:",WPT, , ,2024-02-01T09:04:06+08:00,9.969329999999999,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.921405971050000
211,0,S44,"Northing:-2.84808333333334
Easting:114.726396666667
Description:",WPT, , ,2024-02-01T09:07:41+08:00,9.972000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.910486996174000
212,0,S45,"Northing:-2.84761666666666
Easting:114.726953333333
Description:",WPT, , ,2024-02-01T09:12:01+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.933403015137000
213,0,S46,"Northing:-2.847145
Easting:114.727498333333
Description:",WPT, , ,2024-02-01T09:14:46+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.919048011303000
214,0,S47,"Northing:-2.84674166666666
Easting:114.728108333333
Description:",WPT, , ,2024-02-01T09:16:59+08:00,11.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.950217008591000
215,0,S48,"Northing:-2.84628833333333
Easting:114.728646666667
Description:",WPT, , ,2024-02-01T09:19:10+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.925249993801000
216,0,S49,"Northing:-2.84581166666667
Easting:114.729203333333
Description:",WPT, , ,2024-02-01T09:21:27+08:00,10.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.880016028881000
217,0,S5,"Northing:-2.85518833333332
Easting:114.72214
Description:",WPT, , ,2024-01-31T09:01:38+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.920699000359000
218,0,S50,"Northing:-2.84644166666665
Easting:114.729753333333
Description:",WPT, , ,2024-02-01T09:23:01+08:00,10.978700000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.923618972301000
219,0,S6,"Northing:-2.85460833333333
Easting:114.721681666667
Description:",WPT, , ,2024-01-31T09:03:52+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.906814992428000
220,0,S7,"Northing:-2.85480666666666
Easting:114.722771666667
Description:",WPT, , ,2024-01-31T09:08:04+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.895033001900000
221,0,S8,"Northing:-2.85420999999999
Easting:114.722255
Description:",WPT, , ,2024-01-31T09:10:18+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.862071990967000
222,0,S9,"Northing:-2.85425499999999
Easting:114.723255
Description:",WPT, , ,2024-01-31T09:14:10+08:00,0.000000000000000,B29,3.190000000000000,0.110000000000000,0.470000000000000,0.460000000000000,0.920903980732000
223,0,S1,"Northing:-2.85669666666667
Easting:114.721641666667
Description:",WPT, , ,2024-02-01T07:28:54+08:00,7.000000000000000,B30a,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.904025018215000
224,0,S10,"Northing:-2.85361833333332
Easting:114.725591666667
Description:",WPT, , ,2024-02-01T08:23:40+08:00,8.977380000000000,B30a,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.871747016907000
225,0,S11,"Northing:-2.85284499999999
Easting:114.725861666667
Description:",WPT, , ,2024-02-01T08:28:18+08:00,7.164680000000000,B30a,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.902604997158000
226,0,S13,"Northing:-2.85259666666666
Easting:114.726611666667
Description:",WPT, , ,2024-02-01T08:39:07+08:00,7.150000000000000,B30a,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.925786018372000
227,0,S14,"Northing:-2.85187166666667
Easting:114.726963333333
Description:",WPT, , ,2024-02-01T08:43:23+08:00,7.294370000000000,B30a,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.923840999603000
228,0,S15,"Northing:-2.85252333333333
Easting:114.727468333333
Description:",WPT, , ,2024-02-01T08:44:58+08:00,7.895580000000000,B30a,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.901217997074000
229,0,S16,"Northing:-2.85175
Easting:114.727775
Description:",WPT, , ,2024-02-01T08:54:22+08:00,9.587000000000000,B30a,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.887660980225000
230,0,S17,"Northing:-2.85098
Easting:114.728038333333
Description:",WPT, , ,2024-02-01T09:06:34+08:00,7.052530000000000,B30a,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.923749983311000
